marker1_1	marker1_2	marker2_1	marker2_2	cluster	motifname	motiflocid
0.70711	-0.70711	-0.70711	0.70711	2	3	400
-0.70711	0.70711	0.70711	-0.70711	1	3	416
-0.70711	0.70711	0.70711	-0.70711	1	3	426
0.70711	-0.70711	-0.70711	0.70711	2	3	433
0.70711	-0.70711	0.70711	-0.70711	4	3	434
0.70711	-0.70711	-0.70711	0.70711	2	3	435
-0.70711	0.70711	0.70711	-0.70711	1	3	436
0.70711	-0.70711	-0.70711	0.70711	2	3	437
-0.70711	0.70711	-0.70711	0.70711	3	3	438
-0.70711	0.70711	0.70711	-0.70711	1	3	439
0.70711	-0.70711	-0.70711	0.70711	2	3	440
0.70711	-0.70711	0.70711	-0.70711	4	3	445
0.70711	-0.70711	-0.70711	0.70711	2	3	453
-0.70711	0.70711	-0.70711	0.70711	3	3	456
-0.70711	0.70711	-0.70711	0.70711	3	3	466
-0.70711	0.70711	-0.70711	0.70711	3	3	467
0.70711	-0.70711	0.70711	-0.70711	4	3	473
-0.70711	0.70711	0.70711	-0.70711	1	3	474
-0.70711	0.70711	0.70711	-0.70711	1	3	475
-0.70711	0.70711	-0.70711	0.70711	3	3	476
-0.70711	0.70711	0.70711	-0.70711	1	3	477
-0.70711	0.70711	-0.70711	0.70711	3	3	478
-0.70711	0.70711	0.70711	-0.70711	1	3	479
-0.70711	0.70711	-0.70711	0.70711	3	3	480
0.70711	-0.70711	-0.70711	0.70711	2	3	485
-0.70711	0.70711	-0.70711	0.70711	3	3	493
-0.70711	0.70711	0.70711	-0.70711	1	3	506
-0.70711	0.70711	-0.70711	0.70711	3	3	507
-0.70711	0.70711	0.70711	-0.70711	1	3	513
-0.70711	0.70711	-0.70711	0.70711	3	3	514
-0.70711	0.70711	0.70711	-0.70711	1	3	515
0.70711	-0.70711	0.70711	-0.70711	4	3	516
-0.70711	0.70711	-0.70711	0.70711	3	3	517
0.70711	-0.70711	0.70711	-0.70711	4	3	518
-0.70711	0.70711	0.70711	-0.70711	1	3	519
0.70711	-0.70711	-0.70711	0.70711	2	3	520
-0.70711	0.70711	0.70711	-0.70711	1	3	525
0.70711	-0.70711	0.70711	-0.70711	4	3	533
0.70711	-0.70711	0.70711	-0.70711	4	3	536
-0.70711	0.70711	-0.70711	0.70711	3	3	546
0.70711	-0.70711	-0.70711	0.70711	2	3	547
0.70711	-0.70711	-0.70711	0.70711	2	3	554
0.70711	-0.70711	-0.70711	0.70711	2	3	555
0.70711	-0.70711	-0.70711	0.70711	2	3	556
-0.70711	0.70711	-0.70711	0.70711	3	3	557
-0.70711	0.70711	0.70711	-0.70711	1	3	558
-0.70711	0.70711	0.70711	-0.70711	1	3	559
0.70711	-0.70711	0.70711	-0.70711	4	3	560
-0.70711	0.70711	0.70711	-0.70711	1	3	565
-0.70711	0.70711	0.70711	-0.70711	1	3	573
-0.70711	0.70711	-0.70711	0.70711	3	3	576
0.70711	-0.70711	-0.70711	0.70711	2	3	587
-0.70711	0.70711	-0.70711	0.70711	3	3	593
0.70711	-0.70711	-0.70711	0.70711	2	3	594
0.70711	-0.70711	-0.70711	0.70711	2	3	595
0.70711	-0.70711	-0.70711	0.70711	2	3	596
0.70711	-0.70711	-0.70711	0.70711	2	3	597
0.70711	-0.70711	-0.70711	0.70711	2	3	598
-0.70711	0.70711	-0.70711	0.70711	3	3	599
-0.70711	0.70711	0.70711	-0.70711	1	3	600
-0.70711	0.70711	-0.70711	0.70711	3	3	605
-0.70711	0.70711	-0.70711	0.70711	3	3	613
-0.70711	0.70711	0.70711	-0.70711	1	3	616
-0.70711	0.70711	-0.70711	0.70711	3	3	626
-0.70711	0.70711	0.70711	-0.70711	1	3	627
-0.70711	0.70711	0.70711	-0.70711	1	3	633
-0.70711	0.70711	-0.70711	0.70711	3	3	634
-0.70711	0.70711	0.70711	-0.70711	1	3	635
-0.70711	0.70711	-0.70711	0.70711	3	3	636
-0.70711	0.70711	0.70711	-0.70711	1	3	637
0.70711	-0.70711	-0.70711	0.70711	2	3	638
0.70711	-0.70711	-0.70711	0.70711	2	3	639
-0.70711	0.70711	0.70711	-0.70711	1	3	640
0.70711	-0.70711	0.70711	-0.70711	4	3	645
0.70711	-0.70711	0.70711	-0.70711	4	3	653
0.70711	-0.70711	0.70711	-0.70711	4	3	656
0.70711	-0.70711	-0.70711	0.70711	2	3	666
0.70711	-0.70711	-0.70711	0.70711	2	3	667
-0.70711	0.70711	-0.70711	0.70711	3	3	673
-0.70711	0.70711	0.70711	-0.70711	1	3	674
0.70711	-0.70711	0.70711	-0.70711	4	3	675
0.70711	-0.70711	-0.70711	0.70711	2	3	676
-0.70711	0.70711	-0.70711	0.70711	3	3	677
0.70711	-0.70711	0.70711	-0.70711	4	3	678
0.70711	-0.70711	-0.70711	0.70711	2	3	679
-0.70711	0.70711	0.70711	-0.70711	1	3	680
0.70711	-0.70711	-0.70711	0.70711	2	3	685
0.70711	-0.70711	0.70711	-0.70711	4	3	693
0.70711	-0.70711	-0.70711	0.70711	2	3	696
0.70711	-0.70711	0.70711	-0.70711	4	3	706
-0.70711	0.70711	0.70711	-0.70711	1	3	707
-0.70711	0.70711	-0.70711	0.70711	3	3	714
-0.70711	0.70711	-0.70711	0.70711	3	3	715
-0.70711	0.70711	-0.70711	0.70711	3	3	716
0.70711	-0.70711	-0.70711	0.70711	2	3	717
-0.70711	0.70711	-0.70711	0.70711	3	3	718
-0.70711	0.70711	-0.70711	0.70711	3	3	719
0.70711	-0.70711	0.70711	-0.70711	4	3	720
0.70711	-0.70711	-0.70711	0.70711	2	3	733
0.70711	-0.70711	0.70711	-0.70711	4	3	736
0.70711	-0.70711	0.70711	-0.70711	4	3	747
-0.70711	0.70711	-0.70711	0.70711	3	3	753
0.70711	-0.70711	0.70711	-0.70711	4	3	754
0.70711	-0.70711	0.70711	-0.70711	4	3	755
0.70711	-0.70711	0.70711	-0.70711	4	3	756
-0.70711	0.70711	0.70711	-0.70711	1	3	757
0.70711	-0.70711	0.70711	-0.70711	4	3	758
-0.70711	0.70711	-0.70711	0.70711	3	3	759
-0.70711	0.70711	-0.70711	0.70711	3	3	760
0.70711	-0.70711	0.70711	-0.70711	4	3	765
0.70711	-0.70711	-0.70711	0.70711	2	3	773
0.70711	-0.70711	0.70711	-0.70711	4	3	776
-0.70711	0.70711	0.70711	-0.70711	1	3	786
0.70711	-0.70711	0.70711	-0.70711	4	3	787
-0.70711	0.70711	-0.70711	0.70711	3	3	793
-0.70711	0.70711	-0.70711	0.70711	3	3	794
-0.70711	0.70711	0.70711	-0.70711	1	3	795
0.70711	-0.70711	0.70711	-0.70711	4	3	796
-0.70711	0.70711	0.70711	-0.70711	1	3	797
0.70711	-0.70711	0.70711	-0.70711	4	3	799
-0.70711	0.70711	-0.70711	0.70711	3	3	800
-0.70711	0.70711	-0.70711	0.70711	3	3	813
-0.70711	0.70711	-0.70711	0.70711	3	3	816
-0.70711	0.70711	-0.70711	0.70711	3	3	827
-0.70711	0.70711	-0.70711	0.70711	3	3	833
-0.70711	0.70711	-0.70711	0.70711	3	3	834
-0.70711	0.70711	-0.70711	0.70711	3	3	835
-0.70711	0.70711	-0.70711	0.70711	3	3	836
-0.70711	0.70711	-0.70711	0.70711	3	3	837
-0.70711	0.70711	-0.70711	0.70711	3	3	838
-0.70711	0.70711	-0.70711	0.70711	3	3	839
-0.70711	0.70711	-0.70711	0.70711	3	3	840
-0.70711	0.70711	-0.70711	0.70711	3	3	853
-0.70711	0.70711	-0.70711	0.70711	3	3	855
-0.70711	0.70711	-0.70711	0.70711	3	3	856
-0.70711	0.70711	-0.70711	0.70711	3	3	867
-0.70711	0.70711	-0.70711	0.70711	3	3	873
-0.70711	0.70711	-0.70711	0.70711	3	3	874
-0.70711	0.70711	-0.70711	0.70711	3	3	875
-0.70711	0.70711	-0.70711	0.70711	3	3	876
-0.70711	0.70711	-0.70711	0.70711	3	3	877
-0.70711	0.70711	-0.70711	0.70711	3	3	878
-0.70711	0.70711	-0.70711	0.70711	3	3	879
-0.70711	0.70711	-0.70711	0.70711	3	3	880
-0.70711	0.70711	-0.70711	0.70711	3	3	893
-0.70711	0.70711	-0.70711	0.70711	3	3	895
-0.70711	0.70711	-0.70711	0.70711	3	3	896
-0.70711	0.70711	-0.70711	0.70711	3	3	907
-0.70711	0.70711	-0.70711	0.70711	3	3	910
-0.70711	0.70711	-0.70711	0.70711	3	3	913
-0.70711	0.70711	-0.70711	0.70711	3	3	914
-0.70711	0.70711	-0.70711	0.70711	3	3	915
-0.70711	0.70711	-0.70711	0.70711	3	3	916
-0.70711	0.70711	-0.70711	0.70711	3	3	917
-0.70711	0.70711	-0.70711	0.70711	3	3	918
-0.70711	0.70711	-0.70711	0.70711	3	3	919
-0.70711	0.70711	-0.70711	0.70711	3	3	920
-0.70711	0.70711	-0.70711	0.70711	3	3	933
-0.70711	0.70711	-0.70711	0.70711	3	3	935
-0.70711	0.70711	-0.70711	0.70711	3	3	936
-0.70711	0.70711	-0.70711	0.70711	3	3	947
-0.70711	0.70711	-0.70711	0.70711	3	3	950
-0.70711	0.70711	-0.70711	0.70711	3	3	953
-0.70711	0.70711	-0.70711	0.70711	3	3	954
-0.70711	0.70711	-0.70711	0.70711	3	3	955
-0.70711	0.70711	-0.70711	0.70711	3	3	956
-0.70711	0.70711	-0.70711	0.70711	3	3	957
-0.70711	0.70711	-0.70711	0.70711	3	3	958
-0.70711	0.70711	-0.70711	0.70711	3	3	959
-0.70711	0.70711	-0.70711	0.70711	3	3	960
-0.70711	0.70711	-0.70711	0.70711	3	3	973
-0.70711	0.70711	-0.70711	0.70711	3	3	974
-0.70711	0.70711	-0.70711	0.70711	3	3	975
-0.70711	0.70711	-0.70711	0.70711	3	3	976
-0.70711	0.70711	-0.70711	0.70711	3	3	987
-0.70711	0.70711	-0.70711	0.70711	3	3	990
-0.70711	0.70711	-0.70711	0.70711	3	3	993
-0.70711	0.70711	-0.70711	0.70711	3	3	994
-0.70711	0.70711	-0.70711	0.70711	3	3	995
-0.70711	0.70711	-0.70711	0.70711	3	3	996
-0.70711	0.70711	-0.70711	0.70711	3	3	997
-0.70711	0.70711	-0.70711	0.70711	3	3	998
-0.70711	0.70711	-0.70711	0.70711	3	3	999
-0.70711	0.70711	-0.70711	0.70711	3	3	1000
0.70711	-0.70711	0.70711	-0.70711	4	4	1
0.70711	-0.70711	-0.70711	0.70711	2	4	2
0.70711	-0.70711	0.70711	-0.70711	4	4	4
-0.70711	0.70711	-0.70711	0.70711	3	4	5
0.70711	-0.70711	0.70711	-0.70711	4	4	8
-0.70711	0.70711	-0.70711	0.70711	3	4	9
-0.70711	0.70711	-0.70711	0.70711	3	4	10
-0.70711	0.70711	-0.70711	0.70711	3	4	11
0.70711	-0.70711	-0.70711	0.70711	2	4	12
0.70711	-0.70711	-0.70711	0.70711	2	4	14
0.70711	-0.70711	-0.70711	0.70711	2	4	15
0.70711	-0.70711	0.70711	-0.70711	4	4	16
0.70711	-0.70711	-0.70711	0.70711	2	4	17
-0.70711	0.70711	-0.70711	0.70711	3	4	18
0.70711	-0.70711	-0.70711	0.70711	2	4	19
0.70711	-0.70711	-0.70711	0.70711	2	4	20
-0.70711	0.70711	-0.70711	0.70711	3	4	21
0.70711	-0.70711	0.70711	-0.70711	4	4	22
-0.70711	0.70711	0.70711	-0.70711	1	4	23
-0.70711	0.70711	-0.70711	0.70711	3	4	25
-0.70711	0.70711	0.70711	-0.70711	1	4	26
-0.70711	0.70711	-0.70711	0.70711	3	4	28
0.70711	-0.70711	0.70711	-0.70711	4	4	29
-0.70711	0.70711	0.70711	-0.70711	1	4	30
-0.70711	0.70711	-0.70711	0.70711	3	4	31
0.70711	-0.70711	0.70711	-0.70711	4	4	32
-0.70711	0.70711	0.70711	-0.70711	1	4	33
-0.70711	0.70711	-0.70711	0.70711	3	4	34
-0.70711	0.70711	-0.70711	0.70711	3	4	35
-0.70711	0.70711	-0.70711	0.70711	3	4	36
0.70711	-0.70711	-0.70711	0.70711	2	4	37
0.70711	-0.70711	0.70711	-0.70711	4	4	38
0.70711	-0.70711	-0.70711	0.70711	2	4	39
-0.70711	0.70711	-0.70711	0.70711	3	4	41
-0.70711	0.70711	0.70711	-0.70711	1	4	42
-0.70711	0.70711	0.70711	-0.70711	1	4	44
-0.70711	0.70711	0.70711	-0.70711	1	4	45
-0.70711	0.70711	-0.70711	0.70711	3	4	47
-0.70711	0.70711	-0.70711	0.70711	3	4	48
-0.70711	0.70711	-0.70711	0.70711	3	4	49
-0.70711	0.70711	0.70711	-0.70711	1	4	50
0.70711	-0.70711	-0.70711	0.70711	2	4	51
0.70711	-0.70711	-0.70711	0.70711	2	4	52
0.70711	-0.70711	0.70711	-0.70711	4	4	54
-0.70711	0.70711	-0.70711	0.70711	3	4	55
-0.70711	0.70711	-0.70711	0.70711	3	4	56
-0.70711	0.70711	0.70711	-0.70711	1	4	57
0.70711	-0.70711	-0.70711	0.70711	2	4	58
0.70711	-0.70711	-0.70711	0.70711	2	4	59
0.70711	-0.70711	-0.70711	0.70711	2	4	60
-0.70711	0.70711	0.70711	-0.70711	1	4	61
-0.70711	0.70711	-0.70711	0.70711	3	4	62
-0.70711	0.70711	-0.70711	0.70711	3	4	63
-0.70711	0.70711	-0.70711	0.70711	3	4	64
0.70711	-0.70711	-0.70711	0.70711	2	4	66
-0.70711	0.70711	0.70711	-0.70711	1	4	67
0.70711	-0.70711	0.70711	-0.70711	4	4	68
-0.70711	0.70711	-0.70711	0.70711	3	4	69
-0.70711	0.70711	0.70711	-0.70711	1	4	70
0.70711	-0.70711	0.70711	-0.70711	4	4	71
0.70711	-0.70711	0.70711	-0.70711	4	4	72
-0.70711	0.70711	-0.70711	0.70711	3	4	73
0.70711	-0.70711	0.70711	-0.70711	4	4	74
-0.70711	0.70711	-0.70711	0.70711	3	4	75
0.70711	-0.70711	0.70711	-0.70711	4	4	76
0.70711	-0.70711	-0.70711	0.70711	2	4	77
0.70711	-0.70711	-0.70711	0.70711	2	4	78
0.70711	-0.70711	0.70711	-0.70711	4	4	79
-0.70711	0.70711	-0.70711	0.70711	3	4	80
0.70711	-0.70711	-0.70711	0.70711	2	4	81
0.70711	-0.70711	0.70711	-0.70711	4	4	82
-0.70711	0.70711	0.70711	-0.70711	1	4	83
-0.70711	0.70711	-0.70711	0.70711	3	4	84
0.70711	-0.70711	-0.70711	0.70711	2	4	85
-0.70711	0.70711	-0.70711	0.70711	3	4	87
0.70711	-0.70711	-0.70711	0.70711	2	4	88
-0.70711	0.70711	0.70711	-0.70711	1	4	89
-0.70711	0.70711	0.70711	-0.70711	1	4	90
-0.70711	0.70711	0.70711	-0.70711	1	4	91
0.70711	-0.70711	-0.70711	0.70711	2	4	92
0.70711	-0.70711	0.70711	-0.70711	4	4	94
0.70711	-0.70711	-0.70711	0.70711	2	4	95
-0.70711	0.70711	0.70711	-0.70711	1	4	96
0.70711	-0.70711	-0.70711	0.70711	2	4	97
0.70711	-0.70711	0.70711	-0.70711	4	4	98
0.70711	-0.70711	-0.70711	0.70711	2	4	99
0.70711	-0.70711	0.70711	-0.70711	4	4	101
0.70711	-0.70711	-0.70711	0.70711	2	4	103
-0.70711	0.70711	-0.70711	0.70711	3	4	105
-0.70711	0.70711	0.70711	-0.70711	1	4	106
0.70711	-0.70711	-0.70711	0.70711	2	4	107
-0.70711	0.70711	0.70711	-0.70711	1	4	108
-0.70711	0.70711	0.70711	-0.70711	1	4	109
0.70711	-0.70711	0.70711	-0.70711	4	4	110
0.70711	-0.70711	-0.70711	0.70711	2	4	111
0.70711	-0.70711	-0.70711	0.70711	2	4	112
-0.70711	0.70711	0.70711	-0.70711	1	4	113
0.70711	-0.70711	0.70711	-0.70711	4	4	114
0.70711	-0.70711	0.70711	-0.70711	4	4	115
0.70711	-0.70711	-0.70711	0.70711	2	4	116
0.70711	-0.70711	-0.70711	0.70711	2	4	117
-0.70711	0.70711	-0.70711	0.70711	3	4	118
-0.70711	0.70711	-0.70711	0.70711	3	4	119
0.70711	-0.70711	-0.70711	0.70711	2	4	120
0.70711	-0.70711	0.70711	-0.70711	4	4	121
0.70711	-0.70711	-0.70711	0.70711	2	4	123
-0.70711	0.70711	0.70711	-0.70711	1	4	124
-0.70711	0.70711	0.70711	-0.70711	1	4	125
-0.70711	0.70711	0.70711	-0.70711	1	4	127
0.70711	-0.70711	0.70711	-0.70711	4	4	129
-0.70711	0.70711	0.70711	-0.70711	1	4	130
-0.70711	0.70711	-0.70711	0.70711	3	4	131
0.70711	-0.70711	0.70711	-0.70711	4	4	132
-0.70711	0.70711	0.70711	-0.70711	1	4	134
-0.70711	0.70711	-0.70711	0.70711	3	4	135
0.70711	-0.70711	-0.70711	0.70711	2	4	136
-0.70711	0.70711	-0.70711	0.70711	3	4	137
0.70711	-0.70711	-0.70711	0.70711	2	4	138
0.70711	-0.70711	0.70711	-0.70711	4	4	139
-0.70711	0.70711	-0.70711	0.70711	3	4	142
-0.70711	0.70711	0.70711	-0.70711	1	4	144
-0.70711	0.70711	-0.70711	0.70711	3	4	146
0.70711	-0.70711	-0.70711	0.70711	2	4	147
0.70711	-0.70711	-0.70711	0.70711	2	4	148
0.70711	-0.70711	0.70711	-0.70711	4	4	149
0.70711	-0.70711	-0.70711	0.70711	2	4	150
0.70711	-0.70711	0.70711	-0.70711	4	4	151
-0.70711	0.70711	0.70711	-0.70711	1	4	152
-0.70711	0.70711	0.70711	-0.70711	1	4	153
0.70711	-0.70711	0.70711	-0.70711	4	4	154
0.70711	-0.70711	0.70711	-0.70711	4	4	155
0.70711	-0.70711	-0.70711	0.70711	2	4	156
0.70711	-0.70711	-0.70711	0.70711	2	4	157
-0.70711	0.70711	-0.70711	0.70711	3	4	158
0.70711	-0.70711	0.70711	-0.70711	4	4	161
0.70711	-0.70711	0.70711	-0.70711	4	4	162
-0.70711	0.70711	-0.70711	0.70711	3	4	163
0.70711	-0.70711	-0.70711	0.70711	2	4	164
0.70711	-0.70711	-0.70711	0.70711	2	4	167
0.70711	-0.70711	0.70711	-0.70711	4	4	168
0.70711	-0.70711	0.70711	-0.70711	4	4	169
0.70711	-0.70711	-0.70711	0.70711	2	4	170
0.70711	-0.70711	0.70711	-0.70711	4	4	171
-0.70711	0.70711	-0.70711	0.70711	3	4	172
0.70711	-0.70711	0.70711	-0.70711	4	4	174
-0.70711	0.70711	0.70711	-0.70711	1	4	175
-0.70711	0.70711	0.70711	-0.70711	1	4	176
0.70711	-0.70711	0.70711	-0.70711	4	4	177
0.70711	-0.70711	-0.70711	0.70711	2	4	178
-0.70711	0.70711	-0.70711	0.70711	3	4	179
0.70711	-0.70711	0.70711	-0.70711	4	4	180
0.70711	-0.70711	0.70711	-0.70711	4	4	181
-0.70711	0.70711	-0.70711	0.70711	3	4	182
0.70711	-0.70711	0.70711	-0.70711	4	4	184
-0.70711	0.70711	-0.70711	0.70711	3	4	185
0.70711	-0.70711	-0.70711	0.70711	2	4	186
-0.70711	0.70711	-0.70711	0.70711	3	4	187
0.70711	-0.70711	0.70711	-0.70711	4	4	188
-0.70711	0.70711	-0.70711	0.70711	3	4	190
-0.70711	0.70711	0.70711	-0.70711	1	4	191
0.70711	-0.70711	0.70711	-0.70711	4	4	192
-0.70711	0.70711	0.70711	-0.70711	1	4	193
-0.70711	0.70711	0.70711	-0.70711	1	4	194
-0.70711	0.70711	-0.70711	0.70711	3	4	195
0.70711	-0.70711	0.70711	-0.70711	4	4	197
0.70711	-0.70711	-0.70711	0.70711	2	4	198
-0.70711	0.70711	-0.70711	0.70711	3	4	199
0.70711	-0.70711	-0.70711	0.70711	2	4	200
0.70711	-0.70711	0.70711	-0.70711	4	4	201
-0.70711	0.70711	-0.70711	0.70711	3	4	202
0.70711	-0.70711	0.70711	-0.70711	4	4	203
-0.70711	0.70711	0.70711	-0.70711	1	4	204
-0.70711	0.70711	0.70711	-0.70711	1	4	205
-0.70711	0.70711	-0.70711	0.70711	3	4	207
0.70711	-0.70711	-0.70711	0.70711	2	4	208
0.70711	-0.70711	-0.70711	0.70711	2	4	209
0.70711	-0.70711	-0.70711	0.70711	2	4	211
0.70711	-0.70711	-0.70711	0.70711	2	4	212
-0.70711	0.70711	0.70711	-0.70711	1	4	214
-0.70711	0.70711	0.70711	-0.70711	1	4	215
-0.70711	0.70711	0.70711	-0.70711	1	4	217
0.70711	-0.70711	-0.70711	0.70711	2	4	219
-0.70711	0.70711	0.70711	-0.70711	1	4	221
-0.70711	0.70711	-0.70711	0.70711	3	4	222
0.70711	-0.70711	0.70711	-0.70711	4	4	224
0.70711	-0.70711	0.70711	-0.70711	4	4	225
-0.70711	0.70711	0.70711	-0.70711	1	4	226
-0.70711	0.70711	-0.70711	0.70711	3	4	227
0.70711	-0.70711	-0.70711	0.70711	2	4	228
-0.70711	0.70711	0.70711	-0.70711	1	4	230
0.70711	-0.70711	0.70711	-0.70711	4	4	231
0.70711	-0.70711	0.70711	-0.70711	4	4	232
0.70711	-0.70711	0.70711	-0.70711	4	4	233
-0.70711	0.70711	0.70711	-0.70711	1	4	234
-0.70711	0.70711	0.70711	-0.70711	1	4	235
0.70711	-0.70711	0.70711	-0.70711	4	4	236
-0.70711	0.70711	0.70711	-0.70711	1	4	237
0.70711	-0.70711	0.70711	-0.70711	4	4	238
0.70711	-0.70711	0.70711	-0.70711	4	4	239
-0.70711	0.70711	0.70711	-0.70711	1	4	240
-0.70711	0.70711	0.70711	-0.70711	1	4	241
0.70711	-0.70711	-0.70711	0.70711	2	4	242
0.70711	-0.70711	-0.70711	0.70711	2	4	243
-0.70711	0.70711	-0.70711	0.70711	3	4	244
-0.70711	0.70711	-0.70711	0.70711	3	4	245
-0.70711	0.70711	-0.70711	0.70711	3	4	247
0.70711	-0.70711	-0.70711	0.70711	2	4	248
0.70711	-0.70711	-0.70711	0.70711	2	4	249
0.70711	-0.70711	0.70711	-0.70711	4	4	250
0.70711	-0.70711	-0.70711	0.70711	2	4	251
-0.70711	0.70711	0.70711	-0.70711	1	4	252
-0.70711	0.70711	-0.70711	0.70711	3	4	254
-0.70711	0.70711	0.70711	-0.70711	1	4	255
-0.70711	0.70711	-0.70711	0.70711	3	4	257
0.70711	-0.70711	-0.70711	0.70711	2	4	259
-0.70711	0.70711	-0.70711	0.70711	3	4	260
0.70711	-0.70711	0.70711	-0.70711	4	4	261
0.70711	-0.70711	-0.70711	0.70711	2	4	262
-0.70711	0.70711	-0.70711	0.70711	3	4	264
-0.70711	0.70711	-0.70711	0.70711	3	4	265
-0.70711	0.70711	0.70711	-0.70711	1	4	266
0.70711	-0.70711	-0.70711	0.70711	2	4	267
-0.70711	0.70711	-0.70711	0.70711	3	4	268
-0.70711	0.70711	0.70711	-0.70711	1	4	270
0.70711	-0.70711	0.70711	-0.70711	4	4	272
0.70711	-0.70711	-0.70711	0.70711	2	4	273
0.70711	-0.70711	0.70711	-0.70711	4	4	274
0.70711	-0.70711	-0.70711	0.70711	2	4	275
0.70711	-0.70711	-0.70711	0.70711	2	4	276
0.70711	-0.70711	-0.70711	0.70711	2	4	277
0.70711	-0.70711	0.70711	-0.70711	4	4	278
0.70711	-0.70711	-0.70711	0.70711	2	4	279
0.70711	-0.70711	-0.70711	0.70711	2	4	280
-0.70711	0.70711	-0.70711	0.70711	3	4	281
0.70711	-0.70711	0.70711	-0.70711	4	4	282
-0.70711	0.70711	0.70711	-0.70711	1	4	284
-0.70711	0.70711	-0.70711	0.70711	3	4	285
-0.70711	0.70711	-0.70711	0.70711	3	4	287
0.70711	-0.70711	-0.70711	0.70711	2	4	288
-0.70711	0.70711	0.70711	-0.70711	1	4	289
-0.70711	0.70711	-0.70711	0.70711	3	4	290
0.70711	-0.70711	0.70711	-0.70711	4	4	291
0.70711	-0.70711	-0.70711	0.70711	2	4	294
0.70711	-0.70711	0.70711	-0.70711	4	4	295
0.70711	-0.70711	0.70711	-0.70711	4	4	296
0.70711	-0.70711	-0.70711	0.70711	2	4	297
-0.70711	0.70711	0.70711	-0.70711	1	4	298
-0.70711	0.70711	0.70711	-0.70711	1	4	300
0.70711	-0.70711	0.70711	-0.70711	4	4	301
0.70711	-0.70711	-0.70711	0.70711	2	4	302
0.70711	-0.70711	0.70711	-0.70711	4	4	304
0.70711	-0.70711	-0.70711	0.70711	2	4	305
-0.70711	0.70711	-0.70711	0.70711	3	4	306
0.70711	-0.70711	-0.70711	0.70711	2	4	307
0.70711	-0.70711	0.70711	-0.70711	4	4	308
-0.70711	0.70711	-0.70711	0.70711	3	4	309
0.70711	-0.70711	0.70711	-0.70711	4	4	310
0.70711	-0.70711	-0.70711	0.70711	2	4	312
-0.70711	0.70711	0.70711	-0.70711	1	4	314
0.70711	-0.70711	-0.70711	0.70711	2	4	315
0.70711	-0.70711	0.70711	-0.70711	4	4	316
0.70711	-0.70711	-0.70711	0.70711	2	4	317
-0.70711	0.70711	0.70711	-0.70711	1	4	318
0.70711	-0.70711	-0.70711	0.70711	2	4	319
-0.70711	0.70711	-0.70711	0.70711	3	4	320
0.70711	-0.70711	0.70711	-0.70711	4	4	323
0.70711	-0.70711	-0.70711	0.70711	2	4	324
0.70711	-0.70711	-0.70711	0.70711	2	4	325
0.70711	-0.70711	0.70711	-0.70711	4	4	327
-0.70711	0.70711	-0.70711	0.70711	3	4	328
0.70711	-0.70711	-0.70711	0.70711	2	4	330
0.70711	-0.70711	-0.70711	0.70711	2	4	331
0.70711	-0.70711	0.70711	-0.70711	4	4	332
0.70711	-0.70711	-0.70711	0.70711	2	4	334
0.70711	-0.70711	-0.70711	0.70711	2	4	335
0.70711	-0.70711	0.70711	-0.70711	4	4	336
0.70711	-0.70711	0.70711	-0.70711	4	4	337
-0.70711	0.70711	0.70711	-0.70711	1	4	339
0.70711	-0.70711	-0.70711	0.70711	2	4	340
0.70711	-0.70711	-0.70711	0.70711	2	4	342
-0.70711	0.70711	0.70711	-0.70711	1	4	343
0.70711	-0.70711	0.70711	-0.70711	4	4	344
-0.70711	0.70711	-0.70711	0.70711	3	4	345
-0.70711	0.70711	-0.70711	0.70711	3	4	346
-0.70711	0.70711	0.70711	-0.70711	1	4	348
-0.70711	0.70711	0.70711	-0.70711	1	4	350
-0.70711	0.70711	-0.70711	0.70711	3	4	351
-0.70711	0.70711	-0.70711	0.70711	3	4	352
-0.70711	0.70711	0.70711	-0.70711	1	4	353
0.70711	-0.70711	0.70711	-0.70711	4	4	354
-0.70711	0.70711	-0.70711	0.70711	3	4	355
-0.70711	0.70711	-0.70711	0.70711	3	4	356
0.70711	-0.70711	-0.70711	0.70711	2	4	357
-0.70711	0.70711	-0.70711	0.70711	3	4	358
0.70711	-0.70711	0.70711	-0.70711	4	4	359
0.70711	-0.70711	0.70711	-0.70711	4	4	360
-0.70711	0.70711	-0.70711	0.70711	3	4	362
-0.70711	0.70711	0.70711	-0.70711	1	4	364
0.70711	-0.70711	0.70711	-0.70711	4	4	365
-0.70711	0.70711	0.70711	-0.70711	1	4	367
-0.70711	0.70711	-0.70711	0.70711	3	4	368
-0.70711	0.70711	0.70711	-0.70711	1	4	369
0.70711	-0.70711	-0.70711	0.70711	2	4	370
0.70711	-0.70711	-0.70711	0.70711	2	4	371
-0.70711	0.70711	-0.70711	0.70711	3	4	372
-0.70711	0.70711	0.70711	-0.70711	1	4	374
0.70711	-0.70711	0.70711	-0.70711	4	4	375
-0.70711	0.70711	0.70711	-0.70711	1	4	376
0.70711	-0.70711	0.70711	-0.70711	4	4	377
-0.70711	0.70711	-0.70711	0.70711	3	4	378
0.70711	-0.70711	0.70711	-0.70711	4	4	379
-0.70711	0.70711	0.70711	-0.70711	1	4	381
-0.70711	0.70711	0.70711	-0.70711	1	4	382
-0.70711	0.70711	-0.70711	0.70711	3	4	383
